Classification,year,artist,country
Architecture,1987,Christian de Portzamparc,France
Architecture,1987,Rem Koolhaas,Netherlands
Architecture,1987,Madelon Vriesendorp,Netherlands
Architecture,1979,Roger C. Ferri,United States
Architecture,1978,Michael Graves,United States
Architecture,1974,Aldo Rossi,Italy
Architecture,1974,Gianni Braghieri,Italy
Architecture,1974,M. Bosshard,Italy
Architecture,1977,Steven Holl,United States
Architecture,1980,Steven Holl,United States
Architecture,1984,Steven Holl,United States
Architecture,1985,Steven Holl,United States
Architecture,1986,Steven Holl,United States
Architecture,1989,Paul Rudolph,United States
Architecture,1979,Peter Cook,United Kingdom
Architecture,1989,Diller + Scofidio,United States
Architecture,1989,Elizabeth Diller,United States
Architecture,1989,Ricardo Scofidio,United States
Architecture,1991,Zaha Hadid,United Kingdom
Architecture,1980,Fumihiko Maki,Japan
Architecture,1975,Rem Koolhaas,Netherlands
Architecture,1975,Rem Koolhaas,United Kingdom
Architecture,1975,Zoe Zenghelis,Netherlands
Architecture,1975,Zoe Zenghelis,United Kingdom
Architecture,1975,Elia Zenghelis,Netherlands
Architecture,1975,Elia Zenghelis,United Kingdom
Architecture,1975,Madelon Vriesendorp,Netherlands
Architecture,1975,Madelon Vriesendorp,United Kingdom
Architecture,1987,Mario Bellini,Italy
Architecture,1978,Venturi and Rauch,United States
Architecture,1978,Robert Venturi,United States
Architecture,1978,John Rauch,United States
Architecture,1978,Denise Scott Brown,United States
Architecture,1981,Venturi,United States
Architecture,1981,Rauch and Scott Brown,United States
Architecture,1981,Robert Venturi,United States
Architecture,1981,John Rauch,United States
Architecture,1981,Denise Scott Brown,United States
Architecture,1983,Venturi,United States
Architecture,1983,Rauch and Scott Brown,United States
Architecture,1983,Robert Venturi,United States
Architecture,1983,John Rauch,United States
Architecture,1983,Denise Scott Brown,United States
Architecture,1975,Emilio Ambasz,Argentina
Architecture,1979,Raimund Abraham,United States
Architecture,1985,Tadao Ando,Japan
Architecture,1989,Tadao Ando,Japan
Architecture,1992,Arata Isozaki,Japan
Architecture,1992,Neil M. Denari,United States
Architecture,1986,Mario Botta,Switzerland
Architecture,1985,Mario Botta,Switzerland
Architecture,1982,Mario Botta,Switzerland
Architecture,1984,Mario Botta,Switzerland
Architecture,1974,Alessandro Mendini,Italy
Architecture,1974,Leon Krier,Luxembourg
Architecture,1979,Daniel Libeskind,United States
Architecture,1987,Thom Mayne,United States
Architecture,1987,Andrew Zago,United States
Architecture,1981,Rem Koolhaas,Netherlands
Architecture,1981,Rem Koolhaas,United Kingdom
Architecture,1981,Elia Zenghelis,Netherlands
Architecture,1981,Elia Zenghelis,United Kingdom
Architecture,1981,Zoe Zenghelis,Netherlands
Architecture,1981,Zoe Zenghelis,United Kingdom
Architecture,1981,Madelon Vriesendorp,Netherlands
Architecture,1981,Madelon Vriesendorp,United Kingdom
Architecture,1976,Aldo Rossi,Italy
Architecture,1995,Joel Sanders,United States
Architecture,1975,Massimo Scolari,Italy
Architecture,1977,Leon Krier,Luxembourg
Architecture,1980,Leon Krier,Luxembourg
Architecture,1976,Richard Meier,United States
Architecture,1975,Richard Meier,United States
Architecture,1979,Richard Meier,United States
Architecture,1992,Raimund Abraham,United States
Architecture,1992,Emilio Ambasz,Argentina
Architecture,1993,Raimund Abraham,United States
Architecture,1991,Rafael Viñoly,United States
Architecture,1989,Mario Bellini,Italy
Architecture,1991,Mario Bellini,Italy
Architecture,1989,Rafael Viñoly,United States
Architecture,1996,Mario Botta,Switzerland
Architecture,1988,Santiago Calatrava,Spain
Architecture,1992,Santiago Calatrava,Spain
Architecture,1985,Norman Foster,United Kingdom
Architecture,1982,Zaha Hadid,United Kingdom
Architecture,1990,Arata Isozaki,Japan
Architecture,1972,Rem Koolhaas,Netherlands
Architecture,1972,Rem Koolhaas,United Kingdom
Architecture,1972,Elia Zenghelis,Netherlands
Architecture,1972,Elia Zenghelis,United Kingdom
Architecture,1972,Madelon Vriesendorp,Netherlands
Architecture,1972,Madelon Vriesendorp,United Kingdom
Architecture,1972,Zoe Zenghelis,Netherlands
Architecture,1972,Zoe Zenghelis,United Kingdom
Architecture,1984,Raimund Abraham,United States
Architecture,1979,Emilio Ambasz,Argentina
Architecture,1991,Tadao Ando,Japan
Architecture,1994,Ricardo Bofill,Spain
Architecture,1994,Mario Botta,Switzerland
Architecture,1991,Diller + Scofidio,United States
Architecture,1991,Elizabeth Diller,United States
Architecture,1991,Ricardo Scofidio,United States
Architecture,1979,Ricardo Bofill,Spain
Architecture,1990,Frank O. Gehry,United States
Architecture,1993,Wolf D. Prix,Austria
Architecture,1993,Wolf D. Prix,Poland
Architecture,1993,Helmut Swiczinsky,Austria
Architecture,1993,Helmut Swiczinsky,Poland
Architecture,1976,Cesar Pelli,United States
Architecture,1994,Chuck Hoberman,United States
Architecture,1985,Ricardo Bofill,Spain
Architecture,1989,Steven Holl,United States
Architecture,1994,Hans Hollein,Austria
Architecture,1984,Leon Krier,Luxembourg
Architecture,1992,Scott Marble,United States
Architecture,1992,Karen Fairbanks,United States
Architecture,1992,Yoshito Takahashi,Japan
Architecture,1978,Ricardo Bofill,Spain
Architecture,1978,James Stirling,United Kingdom
Architecture,1987,Ricardo Bofill,Spain
Architecture,1981,Paul Rudolph,United States
Architecture,1981,Wolf D. Prix,Austria
Architecture,1981,Wolf D. Prix,Poland
Architecture,1981,Helmut Swiczinsky,Austria
Architecture,1981,Helmut Swiczinsky,Poland
Architecture,1992,Robert A. M. Stern,United States
Architecture,1985,Leon Krier,Luxembourg
Architecture,1977,Venturi and Rauch,United States
Architecture,1977,John Rauch,United States
Architecture,1977,Robert Venturi,United States
Architecture,1989,James Wines,United States
Architecture,1989,Alison Sky,United States
Architecture,1989,Michelle Stone,United States
Architecture,1989,Emilio Sousa,United States
Architecture,1996,Harry C. Wolf,United States
Architecture,1996,Mehrdad Yazdani,Iran
Architecture,1983,Paul Rudolph,United States
Architecture,1987,Rem Koolhaas,Germany
Architecture,1987,Rem Koolhaas,Canada
Architecture,1987,Rem Koolhaas,Belgium
Architecture,1987,Rem Koolhaas,United States
Architecture,1987,Rem Koolhaas,Spain
Architecture,1987,Götz Keller,Netherlands
Architecture,1987,Götz Keller,Germany
Architecture,1987,Götz Keller,Canada
Architecture,1987,Götz Keller,Belgium
Architecture,1987,Götz Keller,United States
Architecture,1987,Götz Keller,Spain
Architecture,1987,Willem Jan Neutelings,Netherlands
Architecture,1987,Willem Jan Neutelings,Germany
Architecture,1987,Willem Jan Neutelings,Canada
Architecture,1987,Willem Jan Neutelings,Belgium
Architecture,1987,Willem Jan Neutelings,United States
Architecture,1987,Willem Jan Neutelings,Spain
Architecture,1987,Brigitte Kochta,Netherlands
Architecture,1987,Brigitte Kochta,Germany
Architecture,1987,Brigitte Kochta,Canada
Architecture,1987,Brigitte Kochta,Belgium
Architecture,1987,Brigitte Kochta,United States
Architecture,1987,Brigitte Kochta,Spain
Architecture,1987,Marty Kohn,Netherlands
Architecture,1987,Marty Kohn,Germany
Architecture,1987,Marty Kohn,Canada
Architecture,1987,Marty Kohn,Belgium
Architecture,1987,Marty Kohn,United States
Architecture,1987,Marty Kohn,Spain
Architecture,1987,Luc Reuse,Netherlands
Architecture,1987,Luc Reuse,Germany
Architecture,1987,Luc Reuse,Canada
Architecture,1987,Luc Reuse,Belgium
Architecture,1987,Luc Reuse,United States
Architecture,1987,Luc Reuse,Spain
Architecture,1987,Ron Steiner,Netherlands
Architecture,1987,Ron Steiner,Germany
Architecture,1987,Ron Steiner,Canada
Architecture,1987,Ron Steiner,Belgium
Architecture,1987,Ron Steiner,United States
Architecture,1987,Ron Steiner,Spain
Architecture,1987,Jeroen Thomas,Netherlands
Architecture,1987,Jeroen Thomas,Germany
Architecture,1987,Jeroen Thomas,Canada
Architecture,1987,Jeroen Thomas,Belgium
Architecture,1987,Jeroen Thomas,United States
Architecture,1987,Jeroen Thomas,Spain
Architecture,1987,Garciella Torre,Netherlands
Architecture,1987,Garciella Torre,Germany
Architecture,1987,Garciella Torre,Canada
Architecture,1987,Garciella Torre,Belgium
Architecture,1987,Garciella Torre,United States
Architecture,1987,Garciella Torre,Spain
Architecture,1979,Mario Botta,Switzerland
Architecture,1981,Mario Botta,Switzerland
Architecture,1978,Emilio Ambasz,Argentina
Architecture,1997,Wiel Arets,Netherlands
Architecture,1997,Herzog & de Meuron,Switzerland
Architecture,1997,Basel,Switzerland
Architecture,1997,Jacques Herzog,Switzerland
Architecture,1997,Pierre de Meuron,Switzerland
Architecture,1977,Skidmore Owings & Merrill,United States
Architecture,1977,Gordon Bunshaft,United States
Architecture,1997,Steven Holl,United States
Architecture,1997,Toyo Ito,Japan
Architecture,1997,Rem Koolhaas,Netherlands
Architecture,1997,Dominique Perrault Architecture,France
Architecture,1997,Paris,France
Architecture,1997,Dominique Perrault,France
Architecture,1975,Gaetano Pesce,Italy
Architecture,1997,Taniguchi & Associates,Japan
Architecture,1997,Yoshio Taniguchi,Japan
Architecture,1997,Bernard Tschumi Architects,Switzerland
Architecture,1978,Skidmore Owings & Merrill,United States
Architecture,1978,Gordon Bunshaft,United States
Architecture,1997,Rafael Viñoly Architects,United States
Architecture,1986,Frank O. Gehry,United States
Architecture,1978,SITE (Sculpture in the Environment),United States
Architecture,1978,James Wines,United States
Architecture,1981,SITE (Sculpture in the Environment),United States
Architecture,1981,James Wines,United States
Architecture,1979,SITE (Sculpture in the Environment),United States
Architecture,1979,James Wines,United States
Architecture,1973,John Hejduk,United States
Architecture,1972,Raimund Abraham,United States
Architecture,1974,Raimund Abraham,United States
Architecture,1975,Peter Eisenman,United States
Architecture,1976,Rem Koolhaas,Netherlands
Architecture,1976,Madelon Vriesendorp,Netherlands
Architecture,1972,Leon Krier,Luxembourg
Architecture,1975,Leon Krier,Luxembourg
Architecture,1975,Rodolfo Machado,United States
Architecture,1975,Jorge Silvetti,United States
Architecture,1974,Max Peintner,Austria
Architecture,1974,Gaetano Pesce,Italy
Architecture,1974,Walter Pichler,Austria
Architecture,1975,Walter Pichler,Austria
Architecture,1977,Walter Pichler,Austria
Architecture,1978,Cedric Price,United Kingdom
Architecture,1979,Cedric Price,United Kingdom
Architecture,1972,Friedrich St. Florian,United States
Architecture,1973,Lauretta Vinciarelli,Italy
Architecture,1977,Cedric Price,United Kingdom
Architecture,1972,Aldo Rossi,Italy
Architecture,1972,Gianni Braghieri,Italy
Architecture,1976,J. da Nobrega,Italy
Architecture,1976,J. Charters,Italy
Architecture,1972,Paul Rudolph,United States
Architecture,1974,Friedrich St. Florian,United States
Architecture,1974,Massimo Scolari,Italy
Architecture,1973,Ettore Sottsass,Italy
Architecture,1972,Ettore Sottsass,Italy
Architecture,1999,Lauretta Vinciarelli,Italy
Architecture,1989,Rem Koolhaas,Netherlands
Architecture,1989,Rem Koolhaas,Belgium
Architecture,1989,Rem Koolhaas,France
Architecture,1989,Rem Koolhaas,Germany
Architecture,1989,Rem Koolhaas,United States
Architecture,1989,Rem Koolhaas,Japan
Architecture,1989,Art Zaaijer,Netherlands
Architecture,1989,Art Zaaijer,Belgium
Architecture,1989,Art Zaaijer,France
Architecture,1989,Art Zaaijer,Germany
Architecture,1989,Art Zaaijer,United States
Architecture,1989,Art Zaaijer,Japan
Architecture,1989,Xaveer de Geijter,Netherlands
Architecture,1989,Xaveer de Geijter,Belgium
Architecture,1989,Xaveer de Geijter,France
Architecture,1989,Xaveer de Geijter,Germany
Architecture,1989,Xaveer de Geijter,United States
Architecture,1989,Xaveer de Geijter,Japan
Architecture,1989,Georges Heinz,Netherlands
Architecture,1989,Georges Heinz,Belgium
Architecture,1989,Georges Heinz,France
Architecture,1989,Georges Heinz,Germany
Architecture,1989,Georges Heinz,United States
Architecture,1989,Georges Heinz,Japan
Architecture,1989,Heike Lohmann,Netherlands
Architecture,1989,Heike Lohmann,Belgium
Architecture,1989,Heike Lohmann,France
Architecture,1989,Heike Lohmann,Germany
Architecture,1989,Heike Lohmann,United States
Architecture,1989,Heike Lohmann,Japan
Architecture,1989,Ron Steiner,Netherlands
Architecture,1989,Ron Steiner,Belgium
Architecture,1989,Ron Steiner,France
Architecture,1989,Ron Steiner,Germany
Architecture,1989,Ron Steiner,United States
Architecture,1989,Ron Steiner,Japan
Architecture,1989,Alex Wall,Netherlands
Architecture,1989,Alex Wall,Belgium
Architecture,1989,Alex Wall,France
Architecture,1989,Alex Wall,Germany
Architecture,1989,Alex Wall,United States
Architecture,1989,Alex Wall,Japan
Architecture,1989,Christophe Cornubert,Netherlands
Architecture,1989,Christophe Cornubert,Belgium
Architecture,1989,Christophe Cornubert,France
Architecture,1989,Christophe Cornubert,Germany
Architecture,1989,Christophe Cornubert,United States
Architecture,1989,Christophe Cornubert,Japan
Architecture,1989,Ramon Klein,Netherlands
Architecture,1989,Ramon Klein,Belgium
Architecture,1989,Ramon Klein,France
Architecture,1989,Ramon Klein,Germany
Architecture,1989,Ramon Klein,United States
Architecture,1989,Ramon Klein,Japan
Architecture,1989,Yushi Uehara,Netherlands
Architecture,1989,Yushi Uehara,Belgium
Architecture,1989,Yushi Uehara,France
Architecture,1989,Yushi Uehara,Germany
Architecture,1989,Yushi Uehara,United States
Architecture,1989,Yushi Uehara,Japan
Architecture,1994,Rem Koolhaas,Netherlands
Architecture,1994,Rem Koolhaas,France
Architecture,1994,Rem Koolhaas,Japan
Architecture,1994,Rem Koolhaas,United States
Architecture,1994,Julien Monfort,Netherlands
Architecture,1994,Julien Monfort,France
Architecture,1994,Julien Monfort,Japan
Architecture,1994,Julien Monfort,United States
Architecture,1994,Jeroen Thomas,Netherlands
Architecture,1994,Jeroen Thomas,France
Architecture,1994,Jeroen Thomas,Japan
Architecture,1994,Jeroen Thomas,United States
Architecture,1994,Yo Yamagata,Netherlands
Architecture,1994,Yo Yamagata,France
Architecture,1994,Yo Yamagata,Japan
Architecture,1994,Yo Yamagata,United States
Architecture,1994,Jeanne Gang,Netherlands
Architecture,1994,Jeanne Gang,France
Architecture,1994,Jeanne Gang,Japan
Architecture,1994,Jeanne Gang,United States
Architecture,1994,Chris Dondorp,Netherlands
Architecture,1994,Chris Dondorp,France
Architecture,1994,Chris Dondorp,Japan
Architecture,1994,Chris Dondorp,United States
Architecture,1993,Rem Koolhaas,Netherlands
Architecture,1993,Rem Koolhaas,Norway
Architecture,1993,Gro Bonesmo,Netherlands
Architecture,1993,Gro Bonesmo,Norway
Architecture,1993,Jeroen Thomas,Netherlands
Architecture,1993,Jeroen Thomas,Norway
Architecture,1988,Elizabeth Diller,United States
Architecture,1988,Ricardo Scofidio,United States
Architecture,1979,Roberto Burle Marx,Brazil
Architecture,1988,Herzog & de Meuron,Switzerland
Architecture,1988,Basel,Switzerland
Architecture,1988,Jacques Herzog,Switzerland
Architecture,1988,Pierre de Meuron,Switzerland
Architecture,1977,Frank O. Gehry,United States
Architecture,1990,Iñaki Ábalos,Spain
Architecture,1990,Juan Herreros,Spain
Architecture,1984,Tadao Ando,Japan
Architecture,1992,Ben van Berkel,Netherlands
Architecture,1987,Santiago Calatrava,Spain
Architecture,1989,Santiago Calatrava,Spain
Architecture,1984,Wolf D. Prix,Austria
Architecture,1984,Wolf D. Prix,Poland
Architecture,1984,Helmut Swiczinsky,Austria
Architecture,1984,Helmut Swiczinsky,Poland
Architecture,1984,Gwathmey Siegel & Associates Architects,United States
Architecture,1984,Charles Gwathmey,United States
Architecture,1984,Robert Siegel,United States
Architecture,1992,Herzog & de Meuron,Switzerland
Architecture,1992,Herzog & de Meuron,Germany
Architecture,1992,Basel,Switzerland
Architecture,1992,Basel,Germany
Architecture,1992,Jacques Herzog,Switzerland
Architecture,1992,Jacques Herzog,Germany
Architecture,1992,Pierre de Meuron,Switzerland
Architecture,1992,Pierre de Meuron,Germany
Architecture,1992,Karl Blossfeldt,Switzerland
Architecture,1992,Karl Blossfeldt,Germany
Architecture,1995,Toyo Ito & Associates,Japan
Architecture,1995,Architects,Japan
Architecture,1990,Rem Koolhaas,Netherlands
Architecture,1990,Rem Koolhaas,United States
Architecture,1990,Rem Koolhaas,Japan
Architecture,1990,Winy Maas,Netherlands
Architecture,1990,Winy Maas,United States
Architecture,1990,Winy Maas,Japan
Architecture,1990,Elizabeth Alford,Netherlands
Architecture,1990,Elizabeth Alford,United States
Architecture,1990,Elizabeth Alford,Japan
Architecture,1990,Xaveer de Geyter,Netherlands
Architecture,1990,Xaveer de Geyter,United States
Architecture,1990,Xaveer de Geyter,Japan
Architecture,1990,Ray Maggiore,Netherlands
Architecture,1990,Ray Maggiore,United States
Architecture,1990,Ray Maggiore,Japan
Architecture,1990,Vince Scirano,Netherlands
Architecture,1990,Vince Scirano,United States
Architecture,1990,Vince Scirano,Japan
Architecture,1990,Ron Steiner,Netherlands
Architecture,1990,Ron Steiner,United States
Architecture,1990,Ron Steiner,Japan
Architecture,1990,Yushi Uehara,Netherlands
Architecture,1990,Yushi Uehara,United States
Architecture,1990,Yushi Uehara,Japan
Architecture,1989,Daniel Libeskind,United States
Architecture,1992,Jean Nouvel,France
Architecture,1991,Ortner & Ortner,Austria
Architecture,1991,Laurids Ortner,Austria
Architecture,1991,Manfred Ortner,Austria
Architecture,1994,Joel Sanders,United States
Architecture,1994,Marc Tsurumaki,United States
Architecture,1994,Jonathan Crary,United States
Architecture,1992,Kazuyo Sejima & Associates,Japan
Architecture,1991,Robert A. M. Stern,United States
Architecture,1992,Mehrdad Yazdani,Iran
Architecture,1983,Peter Eisenman,United States
Architecture,1983,Frank O. Gehry,United States
Architecture,1990,Nicholas Grimshaw,United Kingdom
Architecture,1990,The Group,Finland
Architecture,1990,Juha Kaakko,Finland
Architecture,1990,Ilkka Laine,Finland
Architecture,1990,Kimmo Liimatainen,Finland
Architecture,1990,Jari Tirkkonen,Finland
Architecture,1990,Heikkinen Komonen Architects,Finland
Architecture,1990,Mikko Heikkinen,Finland
Architecture,1990,Markku Komonen,Finland
Architecture,1994,Steven Holl Architects,United States
Architecture,1996,Steven Holl Architects,United States
Architecture,1990,Toyo Ito & Associates,Japan
Architecture,1990,Architects,Japan
Architecture,1990,Kazuyo Sejima & Associates,Japan
Architecture,1990,Kazuyo Sejima,Japan
Architecture,1976,Emilio Ambasz,Argentina
Design,1972,Reinhold Weiss,Germany
Design,1972,Roger Tallon,France
Design,1979,Claus Bonderup,Denmark
Design,1979,Torsten Thorup,Denmark
Design,1974,George Ygfors,Sweden
Design,1973,Masayuki Kurokawa,Japan
Design,1976,Koen De Winter,Belgium
Design,1985,Michio Arai,Japan
Design,1978,Henning Andreasen,Denmark
Design,1977,Henning Andreasen,Denmark
Design,1978,Mario Bellini,Italy
Design,1978,Claus Bonderup,Denmark
Design,1978,Torsten Thorup,Denmark
Design,1972,Peter Hamburger,United States
Design,1977,Moik Schiele,Switzerland
Design,1979,Jacob Jensen,Denmark
Design,1977,Nikon (Nippon Kogaku K.K.),Japan
Design,1977,Tokyo,Japan
Design,1975,Giorgio Berretti,Italy
Design,1993,Marco Ferreri,Italy
Design,1989,Kazuo Kawasaki,Japan
Design,1979,Leopoldo Tartarini,Italy
Design,1992,Makoto Komatsu,Japan
Design,1980,Unknown Designer,Japan
Design,1993,Ross Lovegrove,United Kingdom
Design,1992,Synthetic Industries,United States
Design,1992,Chattanooga,United States
Design,1992,TN,United States
Design,1981,Achille Castiglioni,Italy
Design,1990,Synthetic Industries,United States
Design,1990,Chattanooga,United States
Design,1990,TN,United States
Design,1986,Synthetic Industries,United States
Design,1986,Chattanooga,United States
Design,1986,TN,United States
Design,1994,Maurizio Ficcadenti,Italy
Design,1985,Massimo Vignelli,Italy
Design,1985,Massimo Vignelli,United States
Design,1985,Lella Vignelli,Italy
Design,1985,Lella Vignelli,United States
Design,1985,David Law,Italy
Design,1985,David Law,United States
Design,1993,Hoechst Trevira GmbH,Germany
Design,1994,Toots Zynsky,United States
Design,1989,Kevin Dwyer,United States
Design,1994,Bent Hedegaard Nobert,Denmark
Design,1992,Montse Padrós i Marqués,Spain
Design,1992,Carlos Riart,Spain
Design,1996,Harri Koskinen,Finland
Design,1992,Paolo Rizzatto,Italy
Design,1997,Ross Lovegrove,United Kingdom
Design,1991,Tobia Scarpa,Italy
Design,1991,Afra Scarpa,Italy
Design,1992,Philippe Starck,France
Design,1988,Philippe Starck,France
Design,1975,Marli Ehrman,United States
Design,1991,Philippe Starck,France
Design,1996,Philippe Starck,France
Design,1987,Philippe Starck,France
Design,1993,Philippe Starck,France
Design,1998,Philippe Starck,France
Design,1994,Philippe Starck,France
Design,1990,Philippe Starck,France
Design,1986,Philippe Starck,France
Design,1989,Philippe Starck,France
Design,1995,Philippe Starck,France
Design,1988,Shuichi Obata,Japan
Design,1989,Asao Sakamoto,Japan
Design,1997,Akihiro Kaneko,Japan
Design,1996,Yoshihiro Kimura,Japan
Design,1997,Osamu Mita,Japan
Design,1997,Keiji Otani,Japan
Design,1991,Sakase Adtech Co.,Japan
Design,1991,Fukui,Japan
Design,1991,Japan,Japan
Design,1997,Reiko Sudo,Japan
Design,1997,Urase Co.,Japan
Design,1997,Ltd.,Japan
Design,1997,Fukui,Japan
Design,1997,Japan,Japan
Design,1994,Koichi Yoshimura,Japan
Design,1995,Koichi Yoshimura,Japan
Design,1995,Reiko Sudo,Japan
Design,1985,Hedda Beese,Germany
Design,1985,Mario Bellini,Italy
Design,1986,Luigi Colani,Germany
Design,1986,Yasuhiro Kira,Japan
Design,1995,Junichi Arai,Japan
Design,1986,Shiro Kuramata,Japan
Design,1988,NEC Design,Japan
Design,1988,Ltd.,Japan
Design,1974,Jacob Jensen,Denmark
Design,1973,Ed Rossbach,United States
Design,1995,Lohmann GmbH and Co.,Germany
Design,1995,Neuwield,Germany
Design,1995,Germany,Germany
Design,1973,Vico Magistretti,Italy
Design,1974,Ed Rossbach,United States
Design,1995,Sam Lucente,United States
Design,1995,Sam Lucente,Germany
Design,1995,John Karidis,United States
Design,1995,John Karidis,Germany
Design,1995,Robert P. Tennant,United States
Design,1995,Robert P. Tennant,Germany
Design,1995,Richard Sapper,United States
Design,1995,Richard Sapper,Germany
Design,1995,IBM Corporation,United States
Design,1995,IBM Corporation,Germany
Design,1986,Ed Rossbach,United States
Design,1987,Asao Sakamoto,Japan
Design,1991,Eiji Miyamoto,Japan
Design,1987,William N. Touzani,Morocco
Design,1974,Richard Sapper,Germany
Design,1983,Stephen Armellino,United States
Design,1973,Afra Scarpa,Italy
Design,1973,Tobia Scarpa,Italy
Design,1987,Ritva Puotila,Finland
Design,1985,Les Broersma,United States
Design,1995,N.V. Schlegel S.A.,Belgium
Design,1995,Gistel,Belgium
Design,1995,Belgium,Belgium
Design,1994,Reiko Sudo,Japan
Design,1983,Robert Brunner,United States
Design,1977,Vico Magistretti,Italy
Design,1986,Tomoyuki Sugiyama,Japan
Design,1996,Toray Industries,Japan
Design,1996,Inc.,Japan
Design,1996,Tokyo,Japan
Design,1996,Nitto Seimo Co. Ltd.,Japan
Design,1996,company design,Japan
Design,1986,Toray Industries,Japan
Design,1986,Inc.,Japan
Design,1986,Tokyo,Japan
Design,1986,Toyo Tire Cord Co. Ltd.,Japan
Design,1992,Rodolfo Bretzel,Italy
Design,1995,Yamazaki Vellodo Co. Ltd.,Japan
Design,1979,Karin Schou Andersen,Denmark
Design,1992,Thomas Eriksson,Sweden
Design,1992,Koichi Yoshimura,Japan
Design,1983,Ergonomi Design Gruppen (now Veryday),Sweden
Design,1983,Maria Benktzon,Sweden
Design,1983,Håkan Bergkvist,Sweden
Design,1983,Sven-Eric Juhlin,Sweden
Design,1976,Morison S. Cousins,United States
Design,1976,Michael Alan Cousins,United States
Design,1976,Bruno Ninaber Van Eyben,Netherlands
Design,1988,Ergonomi Design Gruppen (now Veryday),Sweden
Design,1988,Maria Benktzon,Sweden
Design,1988,Håkan Bergkvist,Sweden
Design,1988,Sven-Eric Juhlin,Sweden
Design,1982,Frank O. Gehry,United States
Design,1989,David Bush,Canada
Design,1989,David Bush,United States
Design,1989,Brian Lepine,Canada
Design,1989,Brian Lepine,United States
Design,1989,Michael Zimmerman,Canada
Design,1989,Michael Zimmerman,United States
Design,1989,Canon,Japan
Design,1989,Inc.,Japan
Design,1989,Japan,Japan
Design,1991,Peter Karpf,Denmark
Design,1976,Jacob Jensen,Denmark
Design,1990,Olga De Amaral,Colombia
Design,1992,Rolf Kothrade,Germany
Design,1992,Kyoko Kumai,Japan
Design,1988,David Lewis,United Kingdom
Design,1989,Hiroaki Kozu,Japan
Design,1992,David Lewis,United Kingdom
Design,1989,David Lewis,United Kingdom
Design,1984,Steve McGugan,United States
Design,1972,Jacob Jensen,Denmark
Design,1995,Constantin Boym,United States
Design,1995,Laurene Leon Boym,United States
Design,1994,Jean Nouvel,France
Design,1983,Nickie Campbell,United States
Design,1983,William Campbell,United States
Design,1985,Vincent de Rijk,Netherlands
Design,1994,Alejandro Ruiz,Argentina
Design,1981,Johannes Foersom,Denmark
Design,1981,Peter Hiort-Loerenzen,Denmark
Design,1986,Norman Foster,United Kingdom
Design,1987,Frank O. Gehry,United States
Design,1986,Bob Hall,United States
Design,1985,Intel Corporation,United States
Design,1985,Santa Clara,United States
Design,1985,CA,United States
Design,1982,Wolf Karnagel,Germany
Design,1986,Rainer Küschall,Switzerland
Design,1972,Mario Bellini,Italy
Design,1972,Antonio Macchi Cassia,Italy
Design,1972,Gianni Passini,Italy
Design,1983,Ingo Maurer,Germany
Design,1973,Harry V. Cremonese,United States
Design,1986,Ingo Maurer,Germany
Design,1987,Edward Moulthrop,United States
Design,1986,Michael Wilson,United States
Design,1983,Emilio Ambasz,Argentina
Design,1986,Mario Botta,Switzerland
Design,1972,Iain Sinclair,United Kingdom
Design,1991,Antonio Citterio,Italy
Design,1991,Antonio Citterio,Germany
Design,1991,Glen Oliver Löw,Italy
Design,1991,Glen Oliver Löw,Germany
Design,1988,Shiro Kuramata,Japan
Design,1989,Marc Newson,Autralia
Design,1988,Marc Newson,Autralia
Design,1977,Harvey J. Finison,United States
Design,1976,Jhoon Rhee,United States
Design,1980,Paul Schudel,Netherlands
Design,1974,Oskar Kogoj,Yugoslavia
Design,1994,Harry Allen,United States
Design,1978,Bell Laboratories,United States
Design,1978,company design,United States
Design,1991,Sebastian Bergne,United Kingdom
Design,1980,Bell Laboratories,United States
Design,1980,company design,United States
Design,1990,BioMechanical Composites,United States
Design,1990,CA,United States
Design,1975,Isamu Noguchi,United States
Design,1994,Santina Bonini,Italy
Design,1994,Ernesto Spicciolato,Italy
Design,1977,Isamu Noguchi,United States
Design,1979,Bell Laboratories,United States
Design,1979,company design,United States
Design,1988,Claudio Cesar,United States
Design,1976,Thomas Patti,United States
Design,1975,John Pemberton,United Kingdom
Design,1979,BMI,Germany
Design,1979,Germany,Germany
Design,1993,Antonio Citterio,Italy
Design,1993,Antonio Citterio,Germany
Design,1993,Glen Oliver Löw,Italy
Design,1993,Glen Oliver Löw,Germany
Design,1979,Ludwig Littmann,Germany
Design,1987,The Dow Chemical Company,United States
Design,1987,USA,United States
Design,1994,Bob Evans,United States
Design,1994,Gordon Randall Perry,United States
Design,1973,Allen John Bootroyd,United Kingdom
Design,1993,Figla Research Center,Japan
Design,1974,Deirdre Burnett,United Kingdom
Design,1980,Michael Lax,United States
Design,1993,Joseph Forakis,United States
Design,1983,Eric Goetz,United States
Design,1987,John Barnard,United Kingdom
Design,1989,Richard Sapper,Germany
Design,1989,Richard Sapper,United States
Design,1989,Sam Lucente,Germany
Design,1989,Sam Lucente,United States
Design,1974,Maria Benktzon,Sweden
Design,1974,Sven-Eric Juhlin,Sweden
Design,1979,Matsushita Electric Corp.,Japan
Design,1994,Takeshi Ishiguro,Japan
Design,1980,Mitsubishi Electric Corp.,Japan
Design,1993,FM Designs,United Kingdom
Design,1988,Per Jari,Sweden
